"Aasta","Tegevusala","Kivisüsi, tuhat t","Koks, tuhat t","Põlevkivi, tuhat t","Freesturvas, tuhat t","Tükkturvas, tuhat t","Turbabrikett, tuhat t","Puitkütus (väärindamata)*, tuhat tm","Küttepuud, tuhat tm","Puiduhake ja -jäätmed, tuhat tm","Puiduhake, tuhat tm","Puidujäätmed, tuhat tm","Puidubrikett ja -graanulid, tuhat t","Maagaas, mln m³","Vedelgaas, tuhat t","Raske kütteõli, tuhat t","Põlevkiviõli (raske fraktsioon), tuhat t","Kerge kütteõli ja diislikütus, tuhat t","Diislikütus, tuhat t","Autobensiin, tuhat t","Lennukikütus, tuhat t","Põlevkivigaas, mln m³","Biogaas, mln m³","Muu biomass**, tuhat t","Jäätmekütus, tuhat t","Bituumen, tuhat t","Määrdeained, tuhat t","Elektrienergia, GWh","Soojus, GWh"
"2013","arvutite, elektriseadmete ja transpordivahendite tootmine",0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.9,2.1,1.6,0.5,0.2,4.7,0.1,0.2,0.1,2.3,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,175,81
"2013","Mööblitootmine",0.0,0.0,0.0,0.0,0.0,0.0,22.3,1.1,21.2,7.2,14.0,1.5,1.5,0.0,0.0,0.2,1.4,1.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,51
"2013","Muu tootmine",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.1,2.5,0.0,0.0,0.0,1.7,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,36
"2013","Elektrienergia-, auru- ja kuumaveevarustus",7.2,0.0,15412.1,118.2,8.0,0.0,1566.8,8.8,1558.0,1382.5,175.5,1.8,255.5,0.0,0.0,31.6,6.3,1.4,0.6,0.0,877.3,12.0,1.0,208.2,0.0,0.1,1555,160
"2013","Veevarustus ja kanalisatsioon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.6,0.6,0.3,0.0,0.0,2.1,0.0,0.7,0.0,0.0,100,20
"2013","Jäätmetöötlus",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.1,0.0,0.1,0.0,4.5,4.5,0.2,0.0,0.0,3.4,0.0,0.0,0.0,0.0,17,15
"2013","Ehitus",0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.6,8.7,8.4,0.3,0.0,6.9,0.2,0.0,2.5,57.4,54.3,9.9,0.0,0.0,0.0,0.0,0.0,48.0,0.3,84,33
"2013","Hulgi- ja jaekaubandus",0.4,0.0,0.0,0.0,0.0,0.0,13.3,4.9,8.4,2.1,6.3,1.0,6.2,0.5,0.4,0.1,46.9,45.3,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,150
"2013","Maismaaveondus",0.3,0.0,0.0,0.0,0.3,0.0,0.7,0.7,0.0,0.0,0.0,0.1,1.4,3.5,0.0,0.0,216.9,216.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,50,28
"2013","Veetransport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4,0
"2013","Õhutansport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
"2013","Laondus, posti- ja kulleriteenistus",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,52.9,0.5,0.0,0.0,19.3,18.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,308
"2013","Majutus ja toitlustus",0.6,0.0,0.0,0.0,0.0,0.0,1.7,1.2,0.5,0.5,0.0,0.0,3.8,0.0,0.0,0.0,1.0,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,73
"2013","Info ja side",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,17
"2013","Finants- ja kindlustustegevus",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6
"2013","Kinnisvaraalane tegevus",2.6,0.0,0.0,0.0,0.2,0.0,21.9,12.8,9.1,8.7,0.4,0.2,9.9,0.0,0.0,0.9,3.0,2.3,1.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,473,92
"2013","Kutse-, teadus- ja tehnikaalane tegevus",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,9.3,9.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,24
"2013","Haldus- ja abitegevused",0.0,0.0,0.0,0.0,0.0,1.6,0.3,0.3,0.0,0.0,0.0,0.2,2.6,0.1,0.0,0.0,6.7,6.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,12
"2013","Avalik haldus ja riigikaitse",0.4,0.0,0.0,0.0,0.0,0.0,12.5,8.8,3.7,3.7,0.0,1.8,1.7,0.1,0.0,0.7,9.6,5.9,2.3,0.2,0.0,0.0,0.0,0.0,0.0,0.1,350,488
"2013","Haridus",0.1,0.0,0.0,0.0,0.0,0.0,3.3,2.0,1.3,1.3,0.0,0.5,4.1,0.0,0.0,0.3,1.3,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,225
"2013","Tervishoid ja sotsiaalhoolekanne",0.1,0.0,0.0,0.0,0.0,0.2,1.5,1.5,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,148
"2013","Kunst, meelelahutus ja vaba aeg",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,1.3,0.0,0.0,0.0,9.1,9.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,83
"2013","Muud teenindavad tegevused",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.9,1.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,31
"2013","Kodumajapidamine",8.8,0.0,0.0,0.0,0.0,10.5,2105.1,..,..,..,..,13.9,63.5,3.0,0.0,0.0,70.0,66.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1865,3839
"2014","Tegevusalad kokku",77.3,0.0,20628.8,206.6,17.1,12.0,4283.1,1568.3,2714.8,1661.8,1053.0,40.9,530.4,13.2,0.2,43.0,666.0,633.3,240.9,40.3,1073.3,22.3,188.2,295.3,40.3,1.9,8848,8017
"2014","Põllumajandus",0.2,0.0,0.0,0.0,0.0,0.0,9.5,4.2,5.3,5.0,0.3,0.6,7.9,0.3,0.0,0.6,85.2,79.1,2.3,0.0,0.0,4.0,3.0,0.0,0.0,0.2,186,106
"2014","Metsamajandus",0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.5,14.8,0.0,14.8,0.0,0.0,0.0,0.0,0.0,27.5,27.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9,4
"2014","Kalapüük",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0
"2014","Põlevkivi kaevandamine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,17.4,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,220,23
"2014","Turba tootmine ja muu kaevandamine",0.0,0.0,0.0,111.5,9.6,0.0,6.3,0.2,6.1,0.0,6.1,0.7,6.2,0.0,0.0,0.0,10.7,10.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,24,24
"2014","Toiduainete tootmine, joogitootmine",0.2,0.0,0.0,0.0,3.5,0.0,3.3,0.4,2.9,0.4,2.5,0.2,26.9,0.5,0.0,6.1,9.6,4.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,344
"2014","Tekstiili- ja rõivatootmine, nahatöötlemine ja nahktoodete tootmine",0.1,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.1,2.7,0.0,0.0,1.0,1.5,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,51
"2014","Puidutöötlemine",0.0,0.0,0.0,0.0,0.0,0.0,492.1,1.6,490.5,165.5,325.0,0.5,13.9,0.2,0.0,1.5,8.9,8.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,365,724
"2014","Paberi ja pabertoodete tootmine, trükindus ja salvestiste paljundus",0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.3,26.7,0.0,26.7,0.0,26.5,0.1,0.1,0.0,1.1,1.0,0.2,0.0,0.0,3.0,178.3,0.0,0.0,0.0,367,407
"2014","Koksi ja puhastatud naftatoodete tootmine",0.0,0.0,5710.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.7,3.0,3.0,0.0,0.0,219.6,0.0,0.0,0.0,0.0,0.0,228,354
"2014","keemia- ja farmaatsiatoodete tootmine",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,4.9,1.4,0.0,0.0,1.2,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,139
"2014","Kummi- ja plasttoodete tootmine",0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.0,0.2,0.0,1.4,0.3,0.0,0.0,1.7,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,23
"2014","Muude mittemetalsetest mineraalidest toodete tootmine",63.9,0.0,165.4,0.0,0.1,0.0,0.3,0.3,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,4.8,4.0,0.2,0.0,0.0,0.0,0.0,73.0,0.0,0.1,209,48
"2014","Metallitootmine",0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,1.7,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3
"2014","Metalltoodete tootmine",0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,0.0,0.0,0.3,4.6,0.2,0.0,0.0,5.7,5.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,70
"2014","arvutite, elektriseadmete ja transpordivahendite tootmine",0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.8,1.5,1.2,0.3,0.1,4.4,0.2,0.0,0.2,2.8,1.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,186,87
"2014","Mööblitootmine",0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.6,25.3,3.8,21.5,1.0,1.6,0.0,0.0,0.2,1.5,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,61
"2014","Muu tootmine",0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.1,2.5,0.4,0.0,0.0,1.4,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,37
"2014","Elektrienergia-, auru- ja kuumaveevarustus",3.0,0.0,14752.9,95.1,3.5,0.0,1611.2,18.5,1592.7,1468.8,123.9,2.1,229.2,0.0,0.0,24.8,4.4,1.4,0.3,0.0,853.7,11.5,1.9,221.4,0.0,0.0,1482,221
"2014","Veevarustus ja kanalisatsioon",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.7,0.7,0.3,0.0,0.0,2.6,0.0,0.0,0.0,0.0,93,23
"2014","Jäätmetöötlus",0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,7.3,7.3,0.1,0.0,0.0,1.2,5.0,0.9,0.0,0.0,22,14
"2014","Ehitus",0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.2,0.0,0.2,0.0,6.5,0.1,0.0,2.9,59.8,56.4,14.8,0.0,0.0,0.0,0.0,0.0,40.3,0.2,78,38
"2014","Hulgi- ja jaekaubandus",0.2,0.0,0.0,0.0,0.0,0.0,9.7,6.5,3.2,3.2,0.0,4.5,6.5,0.3,0.0,0.1,39.2,38.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,750,246
"2014","Maismaaveondus",0.5,0.0,0.1,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,3.2,4.2,0.0,0.0,230.3,229.9,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,46,26
"2014","Veetransport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0
"2014","Õhutansport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0
"2014","Laondus, posti- ja kulleriteenistus",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,50.2,0.8,0.0,0.0,18.4,18.0,1.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,242,224
"2014","Majutus ja toitlustus",0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.9,0.8,0.8,0.0,0.1,4.5,0.1,0.0,0.0,1.5,1.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,150
"2014","Info ja side",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.9,1.9,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,23
"2014","Finants- ja kindlustustegevus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,29
"2014","Kinnisvaraalane tegevus",0.7,0.0,0.0,0.0,0.4,0.0,14.8,5.8,9.0,7.3,1.7,0.7,18.5,0.0,0.0,0.6,3.1,2.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472,188
"2014","Kutse-, teadus- ja tehnikaalane tegevus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,4.8,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,31
"2014","Haldus- ja abitegevused",0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.2,0.0,0.0,0.0,0.2,2.8,0.1,0.0,0.0,8.5,8.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,21
"2014","Avalik haldus ja riigikaitse",0.4,0.0,0.0,0.0,0.0,0.0,13.5,7.7,5.8,4.0,1.8,2.3,1.5,0.0,0.0,0.6,11.1,8.8,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,321,370
"2014","Haridus",0.1,0.0,0.0,0.0,0.0,0.0,4.3,2.5,1.8,1.8,0.0,0.2,4.0,0.0,0.0,0.1,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,185
"2014","Tervishoid ja sotsiaalhoolekanne",0.0,0.0,0.0,0.0,0.0,0.2,1.3,1.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.1,1.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,149
"2014","Kunst, meelelahutus ja vaba aeg",0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.2,1.2,0.0,0.0,0.0,1.1,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,68
"2014","Muud teenindavad tegevused",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,36
"2014","Kodumajapidamine",7.3,0.0,0.0,0.0,0.0,10.3,2035.7,..,..,..,..,26.9,63.5,4.0,0.0,0.0,74.0,70.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739,3470
"2015","Tegevusalad kokku",29.5,0.0,17899.0,112.8,18.3,8.7,4508.6,1531.6,2977.0,1860.2,1116.8,44.1,471.0,18.1,0.7,50.4,691.0,649.3,236.3,24.2,911.9,26.6,177.6,292.7,71.1,3.4,8795,7789
"2015","Põllumajandus",0.3,0.0,0.0,0.0,0.0,0.0,13.2,6.3,6.9,6.5,0.4,1.3,8.4,2.3,0.1,2.4,84.1,77.7,2.1,0.0,0.0,3.0,0.9,0.0,0.0,0.3,186,98
"2015","Metsamajandus",0.0,0.0,0.0,0.0,0.0,0.0,7.6,7.1,0.5,0.0,0.5,0.3,0.2,0.0,0.0,0.1,29.0,29.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,13,3
"2015","Kalapüük",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0
"2015","Põlevkivi kaevandamine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,16.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,233,25
"2015","Turba tootmine ja muu kaevandamine",0.0,0.0,0.0,17.3,9.2,0.0,0.3,0.2,0.1,0.1,0.0,0.6,5.5,0.1,0.0,0.1,10.3,10.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,23,5
"2015","Toiduainete tootmine, joogitootmine",0.1,0.0,0.0,0.0,3.9,0.0,2.9,0.4,2.5,0.3,2.2,0.1,27.9,0.7,0.0,4.6,8.0,3.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,315
"2015","Tekstiili- ja rõivatootmine, nahatöötlemine ja nahktoodete tootmine",0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.1,2.4,0.0,0.0,0.9,1.1,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,46
"2015","Puidutöötlemine",0.0,0.0,0.0,0.0,0.0,0.0,733.5,1.4,732.1,207.7,524.4,0.9,10.1,0.2,0.0,1.4,9.8,9.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,374,721
"2015","Paberi ja pabertoodete tootmine, trükindus ja salvestiste paljundus",0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.3,25.6,0.0,25.6,0.0,27.2,0.1,0.1,0.0,1.1,1.0,0.5,0.0,0.0,0.0,173.9,0.0,0.0,0.0,369,406
"2015","Koksi ja puhastatud naftatoodete tootmine",0.0,0.0,6916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,2.4,3.9,3.9,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,248,263
"2015","keemia- ja farmaatsiatoodete tootmine",0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.8,0.8,0.0,0.0,4.1,1.6,0.0,0.0,2.6,2.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,126
"2015","Kummi- ja plasttoodete tootmine",0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6,0.3,0.3,0.1,1.2,0.4,0.0,0.0,1.8,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,30
"2015","Muude mittemetalsetest mineraalidest toodete tootmine",22.3,0.0,73.8,0.0,0.0,0.0,0.5,0.1,0.4,0.0,0.4,0.0,19.5,0.0,0.0,0.0,4.4,4.1,0.4,0.0,0.0,0.0,0.0,46.1,0.0,0.1,159,45
"2015","Metallitootmine",0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3
"2015","Metalltoodete tootmine",0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,0.6,0.6,0.0,0.8,4.6,0.8,0.0,0.0,4.9,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,36
"2015","arvutite, elektriseadmete ja transpordivahendite tootmine",0.0,0.0,0.0,0.0,0.0,0.1,5.3,1.9,3.4,3.1,0.3,0.3,4.5,0.2,0.1,0.2,2.4,1.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,184,102
"2015","Mööblitootmine",0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.7,23.0,5.4,17.6,1.7,1.6,0.0,0.0,0.3,1.7,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,60
"2015","Muu tootmine",0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,2.3,0.4,0.0,0.0,1.7,1.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,45
"2015","Elektrienergia-, auru- ja kuumaveevarustus",0.2,0.0,10909.1,95.5,4.6,0.0,1641.1,5.4,1635.7,1613.6,22.1,0.4,182.8,0.0,0.0,34.1,6.2,3.0,0.4,0.0,892.3,10.6,2.8,244.6,0.0,0.0,1449,287
"2015","Veevarustus ja kanalisatsioon",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.6,0.6,0.3,0.0,0.0,2.5,0.0,0.0,0.0,0.0,96,20
"2015","Jäätmetöötlus",0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,4.8,4.8,0.2,0.0,0.0,10.5,0.0,2.0,0.0,0.0,14,15
"2015","Ehitus",0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,0.1,0.0,0.2,7.9,0.1,0.1,1.5,62.8,56.9,10.2,0.0,0.0,0.0,0.0,0.0,71.1,0.2,81,33
"2015","Hulgi- ja jaekaubandus",0.2,0.0,0.0,0.0,0.0,0.0,14.4,7.6,6.8,1.2,5.6,6.4,8.1,0.3,0.1,0.0,33.5,31.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,791,242
"2015","Maismaaveondus",0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.4,4.1,5.0,0.0,0.0,215.7,215.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,45,24
"2015","Veetransport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,50.2,44.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
"2015","Õhutansport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0
"2015","Laondus, posti- ja kulleriteenistus",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,31.3,0.0,0.0,0.0,14.8,13.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,231,258
"2015","Majutus ja toitlustus",0.0,0.0,0.0,0.0,0.0,0.0,7.9,7.0,0.9,0.9,0.0,1.6,3.8,0.1,0.0,0.0,1.2,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,117
"2015","Info ja side",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.8,1.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,17
"2015","Finants- ja kindlustustegevus",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6
"2015","Kinnisvaraalane tegevus",0.7,0.0,0.0,0.0,0.6,0.0,18.7,5.3,13.4,13.4,0.0,1.5,32.2,0.0,0.0,0.7,3.4,2.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673,370
"2015","Kutse-, teadus- ja tehnikaalane tegevus",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,3.5,3.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,47
"2015","Haldus- ja abitegevused",0.0,0.0,0.0,0.0,0.0,1.7,0.6,0.6,0.0,0.0,0.0,0.0,2.2,0.1,0.0,0.0,12.0,12.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,42,56
"2015","Avalik haldus ja riigikaitse",0.3,0.0,0.0,0.0,0.0,0.0,11.2,6.6,4.6,2.9,1.7,3.2,0.6,0.0,0.0,0.3,12.4,9.8,2.3,0.4,0.0,0.0,0.0,0.0,0.0,0.1,272,338
"2015","Haridus",0.1,0.0,0.0,0.0,0.0,0.0,5.3,2.0,3.3,3.3,0.0,0.2,3.2,0.0,0.0,0.0,1.7,1.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,99
"2015","Tervishoid ja sotsiaalhoolekanne",0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.4,1.8,0.1,0.0,0.1,1.7,1.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,162
